difficulty	halflife	p_recall	delta_t	reps	lapses	last_date	due_date	r_history	t_history	p_history	state	cost
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
4	2.3174	0.0	60	0	2	29	inf	1,1,1,1,0,0	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.34	[2.317440605675938, 8]	7
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
7	124.9216	0.7168	60	2	1	29	inf	0,1,1,0,1,1	0,1,2,4,7,15	0.49,0.57,0.87,0.90,0.39,0.78	[124.92158378616905, 9]	6
7	207.1707	0.8181	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.49,0.95,0.94,0.93,0.93,0.91	[207.17067028994342, 7]	5
9	0.8599	0.0	60	0	4	29	inf	0,1,0,0,0,0	0,1,2,4,7,15	0.39,0.48,0.84,0.39,0.04,0.00	[0.8598629905701939, 17]	9
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
5	1.1315	0.0	60	0	3	29	inf	0,1,1,0,0,0	0,1,2,4,7,15	0.61,0.68,0.89,0.92,0.43,0.00	[1.1314644775960774, 11]	8
1	18.234	0.1022	60	0	1	29	inf	1,1,1,1,1,0	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[18.23401930173755, 3]	6
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
5	235.3444	0.838	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.61,0.68,0.89,0.92,0.93,0.92	[235.34439489643918, 5]	5
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
3	0.8302	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.72,0.78,0.48,0.12,0.01,0.00	[0.8302111022045964, 13]	10
6	1.1088	0.0	60	0	3	29	inf	0,1,1,0,0,0	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.41,0.00	[1.1088124824098153, 12]	8
6	0.8058	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.55,0.62,0.34,0.07,0.00,0.00	[0.8057802917195049, 16]	10
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
6	2.1177	0.0	60	0	2	29	inf	1,1,1,1,0,0	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.29	[2.1176970422928263, 10]	7
8	0.9775	0.0	60	0	4	29	inf	0,0,1,0,0,0	0,1,2,4,7,15	0.44,0.53,0.27,0.78,0.21,0.00	[0.9775395347183412, 16]	9
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
8	1.5919	0.0	60	0	3	29	inf	1,1,0,1,0,0	0,1,2,4,7,15	0.44,0.94,0.93,0.56,0.84,0.11	[1.5919374780245619, 14]	8
7	9.1739	0.0107	60	0	1	29	inf	1,1,1,1,1,0	0,1,2,4,7,15	0.49,0.95,0.94,0.93,0.93,0.91	[9.173932078581533, 9]	6
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
3	1.1939	0.0	60	0	3	29	inf	0,1,1,0,0,0	0,1,2,4,7,15	0.72,0.78,0.92,0.94,0.50,0.01	[1.1939353987495125, 9]	8
10	171.0372	0.7841	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.34,0.92,0.91,0.91,0.91,0.89	[171.0371626932063, 10]	5
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
8	184.6199	0.7983	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.44,0.53,0.85,0.89,0.91,0.90	[184.61994846278714, 8]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
8	117.4205	0.7017	60	2	1	29	inf	0,1,1,0,1,1	0,1,2,4,7,15	0.44,0.53,0.85,0.89,0.37,0.76	[117.42046157393978, 10]	6
7	1.95	0.0	60	0	2	29	inf	0,1,1,1,0,0	0,1,2,4,7,15	0.49,0.57,0.87,0.90,0.92,0.23	[1.9499908039473062, 11]	7
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
10	1.8867	0.0	60	0	2	29	inf	1,1,1,1,0,0	0,1,2,4,7,15	0.34,0.92,0.91,0.91,0.91,0.22	[1.8866554076520556, 14]	7
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
8	184.6199	0.7983	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.44,0.53,0.85,0.89,0.91,0.90	[184.61994846278714, 8]	5
6	214.322	0.8236	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.92,0.91	[214.32195582166713, 6]	5
8	0.7938	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.44,0.53,0.27,0.06,0.00,0.00	[0.7937628374973551, 18]	10
6	0.8872	0.0	60	0	4	29	inf	0,1,0,0,0,0	0,1,2,4,7,15	0.55,0.62,0.88,0.46,0.05,0.00	[0.8871939655083343, 14]	9
7	2.0456	0.0	60	0	2	29	inf	1,1,1,1,0,0	0,1,2,4,7,15	0.49,0.95,0.94,0.93,0.93,0.27	[2.04555326339939, 11]	7
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
3	0.8302	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.72,0.78,0.48,0.12,0.01,0.00	[0.8302111022045964, 13]	10
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
3	305.01	0.8725	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.72,0.78,0.92,0.94,0.95,0.94	[305.0100283651247, 3]	5
2	259.5825	0.852	60	4	1	29	inf	1,0,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.86,0.91,0.93,0.93	[259.58252211512274, 4]	6
4	263.6904	0.8541	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.66,0.73,0.91,0.93,0.94,0.93	[263.69040797597364, 4]	5
6	214.322	0.8236	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.92,0.91	[214.32195582166713, 6]	5
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
4	10.5827	0.0196	60	0	1	29	inf	0,1,1,1,1,0	0,1,2,4,7,15	0.66,0.73,0.91,0.93,0.94,0.93	[10.582699314027224, 6]	6
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
9	181.0624	0.7948	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.39,0.93,0.92,0.91,0.92,0.90	[181.0623870526035, 9]	5
6	133.4755	0.7323	60	3	2	29	inf	0,0,0,1,1,1	0,1,2,4,7,15	0.55,0.62,0.34,0.07,0.71,0.83	[133.47550071973248, 10]	7
6	214.322	0.8236	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.92,0.91	[214.32195582166713, 6]	5
3	225.0205	0.8313	60	4	1	29	inf	0,0,1,1,1,1	0,1,2,4,7,15	0.72,0.78,0.48,0.87,0.92,0.91	[225.02046343687493, 5]	6
7	207.1707	0.8181	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.49,0.95,0.94,0.93,0.93,0.91	[207.17067028994342, 7]	5
3	305.01	0.8725	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.72,0.78,0.92,0.94,0.95,0.94	[305.0100283651247, 3]	5
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
10	8.0264	0.0056	60	0	1	29	inf	1,1,1,1,1,0	0,1,2,4,7,15	0.34,0.92,0.91,0.91,0.91,0.89	[8.026387401417024, 12]	6
6	214.322	0.8236	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.92,0.91	[214.32195582166713, 6]	5
6	214.322	0.8236	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.92,0.91	[214.32195582166713, 6]	5
7	197.9097	0.8105	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.49,0.57,0.87,0.90,0.92,0.90	[197.90969451991845, 7]	5
8	0.7938	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.44,0.53,0.27,0.06,0.00,0.00	[0.7937628374973551, 18]	10
8	1.115	0.0	60	0	3	29	inf	1,1,1,0,0,0	0,1,2,4,7,15	0.44,0.94,0.93,0.92,0.44,0.00	[1.1150009077921301, 14]	8
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
1	527.7962	0.9242	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.86,0.88,0.96,0.96,0.97,0.96	[527.7962026153739, 1]	5
4	263.6904	0.8541	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.66,0.73,0.91,0.93,0.94,0.93	[263.69040797597364, 4]	5
4	204.4461	0.8159	60	4	1	29	inf	0,0,1,1,1,1	0,1,2,4,7,15	0.66,0.73,0.43,0.85,0.91,0.90	[204.44606821483475, 6]	6
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
9	181.0624	0.7948	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.39,0.93,0.92,0.91,0.92,0.90	[181.0623870526035, 9]	5
9	0.7885	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.39,0.48,0.25,0.05,0.00,0.00	[0.7885226040712779, 18]	10
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
9	173.5592	0.7869	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.39,0.48,0.84,0.88,0.90,0.89	[173.55917196652058, 9]	5
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
6	0.8058	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.55,0.62,0.34,0.07,0.00,0.00	[0.8057802917195049, 16]	10
4	0.9118	0.0	60	0	4	29	inf	0,1,0,0,0,0	0,1,2,4,7,15	0.66,0.73,0.91,0.52,0.07,0.00	[0.9118112340826894, 12]	9
6	1.0075	0.0	60	0	4	29	inf	0,0,1,0,0,0	0,1,2,4,7,15	0.55,0.62,0.34,0.82,0.25,0.00	[1.0075412667519752, 14]	9
9	1.0575	0.0	60	0	3	29	inf	0,1,1,0,0,0	0,1,2,4,7,15	0.39,0.48,0.84,0.88,0.35,0.00	[1.0574606848699688, 15]	8
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
10	0.9526	0.0	60	0	4	29	inf	0,0,1,0,0,0	0,1,2,4,7,15	0.34,0.43,0.22,0.75,0.18,0.00	[0.9525538271031609, 18]	9
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
2	373.874	0.8947	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.78,0.83,0.94,0.95,0.96,0.95	[373.87397927955305, 2]	5
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
2	1.3141	0.0	60	0	3	29	inf	1,1,1,0,0,0	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.63,0.02	[1.3140676045852993, 8]	8
6	162.9799	0.7748	60	3	1	29	inf	0,1,0,1,1,1	0,1,2,4,7,15	0.55,0.62,0.88,0.46,0.84,0.87	[162.97992353053013, 8]	6
8	192.898	0.8061	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.44,0.94,0.93,0.92,0.92,0.91	[192.8979852604812, 8]	5
5	235.3444	0.838	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.61,0.68,0.89,0.92,0.93,0.92	[235.34439489643918, 5]	5
2	373.874	0.8947	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.78,0.83,0.94,0.95,0.96,0.95	[373.87397927955305, 2]	5
5	235.3444	0.838	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.61,0.68,0.89,0.92,0.93,0.92	[235.34439489643918, 5]	5
10	140.6381	0.744	60	4	1	29	inf	0,0,1,1,1,1	0,1,2,4,7,15	0.34,0.43,0.22,0.75,0.86,0.86	[140.6381218233622, 12]	6
5	179.3021	0.793	60	3	1	29	inf	1,1,0,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.64,0.87,0.88	[179.30205449908732, 7]	6
10	0.7837	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.34,0.43,0.22,0.04,0.00,0.00	[0.7836706010644, 18]	10
8	117.4205	0.7017	60	2	1	29	inf	0,1,1,0,1,1	0,1,2,4,7,15	0.44,0.53,0.85,0.89,0.37,0.76	[117.42046157393978, 10]	6
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
7	197.9097	0.8105	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.49,0.57,0.87,0.90,0.92,0.90	[197.90969451991845, 7]	5
7	0.8385	0.0	60	0	5	29	inf	1,0,0,0,0,0	0,1,2,4,7,15	0.49,0.95,0.73,0.26,0.02,0.00	[0.8384970178667469, 17]	10
6	1.1088	0.0	60	0	3	29	inf	0,1,1,0,0,0	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.41,0.00	[1.1088124824098153, 12]	8
4	263.6904	0.8541	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.66,0.73,0.91,0.93,0.94,0.93	[263.69040797597364, 4]	5
6	214.322	0.8236	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.92,0.91	[214.32195582166713, 6]	5
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
10	0.7837	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.34,0.43,0.22,0.04,0.00,0.00	[0.7836706010644, 18]	10
9	0.7885	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.39,0.48,0.25,0.05,0.00,0.00	[0.7885226040712779, 18]	10
4	160.0631	0.7712	60	3	2	29	inf	1,0,0,1,1,1	0,1,2,4,7,15	0.66,0.97,0.80,0.34,0.83,0.86	[160.063114453795, 8]	7
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
9	58.008	0.4882	60	1	1	29	inf	0,1,1,1,0,1	0,1,2,4,7,15	0.39,0.48,0.84,0.88,0.90,0.20	[58.00803505553585, 11]	6
9	1.9325	0.0	60	0	2	29	inf	1,1,1,1,0,0	0,1,2,4,7,15	0.39,0.93,0.92,0.91,0.92,0.23	[1.9324650200557725, 13]	7
4	0.9535	0.0	60	0	4	29	inf	1,1,0,0,0,0	0,1,2,4,7,15	0.66,0.97,0.96,0.67,0.13,0.00	[0.9534839274901631, 12]	9
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
3	322.9718	0.8792	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[322.9718442789549, 3]	5
7	207.1707	0.8181	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.49,0.95,0.94,0.93,0.93,0.91	[207.17067028994342, 7]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
8	192.898	0.8061	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.44,0.94,0.93,0.92,0.92,0.91	[192.8979852604812, 8]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
4	278.2532	0.8612	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[278.2531830643388, 4]	5
1	560.2792	0.9285	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.86,0.99,0.98,0.98,0.97,0.97	[560.2792319171455, 1]	5
9	181.0624	0.7948	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.39,0.93,0.92,0.91,0.92,0.90	[181.0623870526035, 9]	5
9	181.0624	0.7948	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.39,0.93,0.92,0.91,0.92,0.90	[181.0623870526035, 9]	5
8	192.898	0.8061	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.44,0.94,0.93,0.92,0.92,0.91	[192.8979852604812, 8]	5
4	0.8209	0.0	60	0	5	29	inf	0,0,0,0,0,0	0,1,2,4,7,15	0.66,0.73,0.43,0.10,0.01,0.00	[0.820851508563053, 14]	10
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
9	153.188	0.7622	60	4	1	29	inf	1,0,1,1,1,1	0,1,2,4,7,15	0.39,0.93,0.69,0.84,0.89,0.88	[153.18797241306734, 11]	6
9	181.0624	0.7948	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.39,0.93,0.92,0.91,0.92,0.90	[181.0623870526035, 9]	5
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
5	10.3864	0.0182	60	0	1	29	inf	1,1,1,1,1,0	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[10.38644179093223, 7]	6
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
7	207.1707	0.8181	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.49,0.95,0.94,0.93,0.93,0.91	[207.17067028994342, 7]	5
7	207.1707	0.8181	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.49,0.95,0.94,0.93,0.93,0.91	[207.17067028994342, 7]	5
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
4	11.2663	0.0249	60	0	1	29	inf	1,1,1,1,1,0	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[11.266299703640101, 6]	6
9	1.0977	0.0	60	0	3	29	inf	1,1,1,0,0,0	0,1,2,4,7,15	0.39,0.93,0.92,0.91,0.42,0.00	[1.0977463226625674, 15]	8
5	123.2488	0.7136	60	2	2	29	inf	1,0,1,0,1,1	0,1,2,4,7,15	0.61,0.96,0.78,0.88,0.35,0.77	[123.24876418125616, 9]	7
3	179.1363	0.7928	60	2	1	29	inf	1,1,1,0,1,1	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.58,0.85	[179.13626242811344, 5]	6
6	9.1874	0.0108	60	0	1	29	inf	0,1,1,1,1,0	0,1,2,4,7,15	0.55,0.62,0.88,0.91,0.92,0.91	[9.187428259430451, 8]	6
7	197.9097	0.8105	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.49,0.57,0.87,0.90,0.92,0.90	[197.90969451991845, 7]	5
3	12.4947	0.0358	60	0	1	29	inf	1,1,1,1,1,0	0,1,2,4,7,15	0.72,0.97,0.97,0.96,0.96,0.94	[12.494686689065192, 5]	6
4	2.3174	0.0	60	0	2	29	inf	1,1,1,1,0,0	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.34	[2.317440605675938, 8]	7
10	140.6381	0.744	60	4	1	29	inf	0,0,1,1,1,1	0,1,2,4,7,15	0.34,0.43,0.22,0.75,0.86,0.86	[140.6381218233622, 12]	6
6	7.0949	0.0028	60	0	2	29	inf	0,1,0,1,1,0	0,1,2,4,7,15	0.55,0.62,0.88,0.46,0.84,0.87	[7.094886214683313, 10]	7
5	235.3444	0.838	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.61,0.68,0.89,0.92,0.93,0.92	[235.34439489643918, 5]	5
5	247.57	0.8454	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.61,0.96,0.95,0.94,0.94,0.93	[247.56996135264095, 5]	5
2	1.0984	0.0	60	0	4	29	inf	0,0,1,0,0,0	0,1,2,4,7,15	0.78,0.83,0.54,0.89,0.37,0.00	[1.098415435005679, 10]	9
3	11.6871	0.0285	60	0	1	29	inf	0,1,1,1,1,0	0,1,2,4,7,15	0.72,0.78,0.92,0.94,0.95,0.94	[11.687134170197766, 5]	6
4	11.2663	0.0249	60	0	1	29	inf	1,1,1,1,1,0	0,1,2,4,7,15	0.66,0.97,0.96,0.95,0.95,0.93	[11.266299703640101, 6]	6
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
3	305.01	0.8725	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.72,0.78,0.92,0.94,0.95,0.94	[305.0100283651247, 3]	5
3	305.01	0.8725	60	5	0	29	inf	0,1,1,1,1,1	0,1,2,4,7,15	0.72,0.78,0.92,0.94,0.95,0.94	[305.0100283651247, 3]	5
2	397.155	0.9006	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.78,0.98,0.97,0.97,0.96,0.95	[397.1549964697679, 2]	5
6	224.8551	0.8311	60	5	0	29	inf	1,1,1,1,1,1	0,1,2,4,7,15	0.55,0.95,0.94,0.93,0.94,0.92	[224.85512149444423, 6]	5
